GeneSymbol	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_ProbeID	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_logFC	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_adj.P.Val	MayoEGWAS_eQTL_TCX_AD_SNP	MayoEGWAS_eQTL_TCX_AD_Probe	MayoEGWAS_eQTL_TCX_AD_Beta	MayoEGWAS_eQTL_TCX_AD_Pvalue	IGAP_1_SNP	IGAP_1_Beta	IGAP_1_Pvalue
AP1B1	ENSG00000100280	-0.160817187987886	0.00983074794092149	rs3815335	ILMN_2387505	-0.06423	0.001837	rs11703741	-0.2618	0.0004298
AP1M1	ENSG00000072958	-0.291192366911981	0.000205003948003128	rs2290658	ILMN_1754738	-0.07264	5.793e-05	rs12982331	-0.0717	0.0003818
AP1S1	ENSG00000106367	-0.377764066181713	8.44230457621514e-05	rs10231529	ILMN_1712806	0.09332	0.0135	rs7780766	-0.1555	3.908e-05
AP1S3	ENSG00000152056	-0.322159400178281	0.000763509773453549	NA	NA	NA	NA	rs4674638	-0.074	0.0005605
AP2A1	ENSG00000196961	-0.327349750348062	0.000674748461655744	rs12609870	ILMN_1815306	0.1051	0.01167	rs2270939	-0.0708	0.000841
AP2A2	ENSG00000183020	-0.250701991647387	0.0005890527175472	rs11246386	ILMN_1803779	0.05481	0.1854	rs7479145	-0.0762	1.169e-05
AP2M1	ENSG00000161203	-0.29585994416907	0.00168208833370054	rs9824	ILMN_1699598	-0.05045	0.01345	rs77349313	0.1517	0.002234
AP2S1	ENSG00000042753	-0.347881153112501	0.000684005519376234	rs10401422	ILMN_1662426	0.05864	0.001723	rs17878252	0.0964	7.867e-08
AP3M2	ENSG00000070718	-0.276080656493244	0.000644770776185351	rs2070713	ILMN_1676946	0.04373	0.03112	rs2974333	-0.0525	0.001083
AP4B1	ENSG00000134262	-0.320517300484558	1.39917222429155e-05	rs1217394	ILMN_1669377	0.04945	0.01919	rs2040041	0.058	0.001511
AP4S1	ENSG00000100478	-0.309067608747216	0.000688586093470228	rs179724	ILMN_1760466	0.03998	0.2341	rs12323423	0.0637	0.0003213
APBA2	ENSG00000034053	-0.29634289342296	0.00401766195878836	rs1490079	ILMN_1723626	0.09876	0.06003	rs62016679	-0.0765	0.002158
APBB3	ENSG00000113108	-0.35553752838018	2.58994318123257e-05	rs1864255	ILMN_2320513	-0.04062	0.02533	rs2878896	0.0833	9.219e-08
APEH	ENSG00000164062	-0.23794791683966	0.00141955776674593	rs4855882	ILMN_1718023	-0.05909	0.2506	rs149446553	-0.4222	0.001028
APLN	ENSG00000171388	0.659759439405488	3.24124391506006e-08	NA	NA	NA	NA	NA	NA	NA
APLP2	ENSG00000084234	-0.225516814982252	0.00265158531808592	NA	NA	NA	NA	rs7940291	0.3464	0.0001304
APMAP	ENSG00000101474	-0.234088032970996	0.00910761601216115	NA	NA	NA	NA	rs74362744	-0.4568	0.0009611
APOA1	ENSG00000118137	-0.315019632327959	0.00922437299847122	rs11820814	ILMN_1690884	-0.1495	0.006528	rs7128014	0.1007	0.0002268
APOB	ENSG00000084674	-0.117480686570916	0.00454827453131647	rs550619	ILMN_1664024	0.1244	0.103	rs1513829	-0.0467	0.002706
APOBR	ENSG00000184730	0.32136840576168	0.00150067478083056	NA	NA	NA	NA	rs2291937	-0.161	0.0001732
APOC3	ENSG00000110245	0.556463634494769	0.00192193107188716	NA	NA	NA	NA	rs7128014	0.1007	0.0002268
APOD	ENSG00000189058	0.263303184587922	0.00105266886392024	rs823525	ILMN_1780170	0.01456	0.2405	rs61537817	0.104	0.0002778
APOH	ENSG00000091583	0.260954766747089	0.000280603387213714	NA	NA	NA	NA	rs112136529	0.1081	0.0007942
APOL5	ENSG00000128313	-0.356396080525236	0.000382525511670267	NA	NA	NA	NA	rs5999563	-0.0591	0.0003067
APP	ENSG00000142192	-0.315859099652185	0.00855307148492114	rs216779	ILMN_1653283	-0.1476	0.002912	rs16999508	-0.1183	0.0009005
APRT	ENSG00000198931	-0.29030089514505	0.000122225073952523	rs522145	ILMN_1726410	0.06996	0.05775	16:89631717	0.4619	1.514e-05
APTR	ENSG00000214293	-0.208165255487825	0.00677806158177476	NA	NA	NA	NA	rs112378913	0.1236	0.0002337
AQP1	ENSG00000240583	0.476545640524741	0.00578777686179412	rs4723025	ILMN_1681103	-0.1148	0.009772	rs218097	0.0554	0.002217
AQP11	ENSG00000178301	-0.431891302510006	2.12957999298353e-05	rs11237220	ILMN_1762606	0.09218	0.005558	rs2725813	-0.129	0.001128
AQP5	ENSG00000161798	0.288761160506286	0.00156874657057938	rs3759129	ILMN_1807036	-0.3787	4.12e-10	rs10875851	-0.0585	0.0005135
AQP6	ENSG00000086159	0.677473522198176	4.47222807326163e-09	rs706793	ILMN_1786381	0.09262	0.07526	rs10875851	-0.0585	0.0005135
ARAP1	ENSG00000186635	0.248374510838563	5.37651851213201e-06	NA	NA	NA	NA	rs74766959	0.4847	0.0003218
ARF1	ENSG00000143761	-0.25081266942424	0.000204125242653622	rs10916262	ILMN_2330948	-0.05868	0.07674	rs16849237	0.1852	3.403e-05
ARF3	ENSG00000134287	-0.3198061902634	0.000324528154493094	rs2453481	ILMN_1682938	-0.02847	0.1826	rs10875851	-0.0585	0.0005135
ARF5	ENSG00000004059	-0.304081004843733	0.000290814251817585	rs10229583	ILMN_1752340	-0.05115	0.05346	rs17863267	0.2754	0.0001195
ARHGAP11B	ENSG00000187951	0.387656144711077	0.000836802856072428	rs2046362	ILMN_2215881	0.07509	0.1099	rs1522641	0.1499	0.001617
ARHGAP20	ENSG00000137727	-0.396042700819463	0.00785082247477233	rs10082696	ILMN_1782761	-0.1154	0.0008798	rs73018017	0.184	0.000815
ARHGAP31	ENSG00000031081	0.23176926408143	0.00732242639379136	NA	NA	NA	NA	rs71325396	-0.0877	0.001711
ARHGAP32	ENSG00000134909	-0.251694227332331	0.00720114525975178	NA	NA	NA	NA	rs57867316	-0.1849	0.0001712
ARHGAP33	ENSG00000004777	-0.253928140835219	0.00392172478400327	NA	NA	NA	NA	rs756903	0.0838	0.003252
ARHGAP5	ENSG00000100852	0.190017555804228	0.00969134596015295	rs7144586	ILMN_2322747	-0.06822	0.01193	rs4981971	-0.0611	0.0003078
ARHGDIA	ENSG00000141522	-0.303716453673587	0.000127769428642914	rs2070871	ILMN_1734742	-0.02935	0.4345	rs55997369	-0.2296	0.01258
ARHGEF26	ENSG00000114790	0.24486007276624	0.0050048901575856	NA	NA	NA	NA	rs61758192	-0.2334	0.0001693
ARHGEF33	ENSG00000214694	-0.259804466496096	0.00612963979720987	NA	NA	NA	NA	rs56284069	0.3738	0.002067
ARHGEF34P	ENSG00000204959	0.413496299165887	5.05643354609848e-05	NA	NA	NA	NA	rs11763681	-0.0851	0.0002332
ARHGEF37	ENSG00000183111	0.340109272286841	8.90031003348038e-06	NA	NA	NA	NA	rs76506773	0.5394	0.0003715
ARHGEF40	ENSG00000165801	0.287020302705251	1.98622049510703e-05	NA	NA	NA	NA	rs11849055	0.083	0.001013
ARHGEF7-AS2	ENSG00000235875	-0.43579427355806	0.00671502090063854	NA	NA	NA	NA	rs150930276	0.4887	0.0009433
ARHGEF9	ENSG00000131089	-0.356089175616766	0.000510997452903145	NA	NA	NA	NA	NA	NA	NA
ARL16	ENSG00000214087	-0.219046355158894	0.00519081268606248	rs11150805	ILMN_2188119	-0.03735	0.08137	rs12602143	0.636	1.354e-05
ARL3	ENSG00000138175	-0.203648231370312	0.00371723260218113	rs7923415	ILMN_1780444	0.05072	0.1821	rs4919512	-0.0688	0.002218
ARL4C	ENSG00000188042	-0.285630967517233	0.00103004280942535	rs940947	ILMN_1768391	0.1327	0.01193	rs10933431	-0.1025	6.616e-06
ARL4D	ENSG00000175906	-0.572343115528815	1.23341717285276e-05	rs1463558	ILMN_1719010	-0.06195	0.1441	rs117699225	-0.1385	3.461e-05
ARL6IP6	ENSG00000177917	0.281233929644238	0.00646823006421549	NA	NA	NA	NA	rs138023345	0.2238	0.003558
ARL8A	ENSG00000143862	-0.190114339468882	0.00246957568737727	NA	NA	NA	NA	rs621662	-0.0732	0.0002241
ARMC10	ENSG00000170632	-0.202753782981022	0.00435162094434548	rs11487077	ILMN_2052598	-0.1023	0.0424	rs73183169	-0.1012	0.001307
ARMC2	ENSG00000118690	-0.302168790281432	0.00435373061876055	rs2273668	ILMN_2213008	-0.2533	1.312e-05	rs2018420	-0.0854	7.325e-06
ARMC9	ENSG00000135931	-0.256644200768279	0.00467856490791301	rs1868929	ILMN_1755732	0.1783	0.0234	rs722268	0.0891	0.000306
ARMCX3-AS1	ENSG00000228275	0.684058821580831	0.000306293460690631	NA	NA	NA	NA	NA	NA	NA
ARMCX5	ENSG00000125962	-0.294479563241192	0.0015457090141137	NA	NA	NA	NA	NA	NA	NA
ARNTL2	ENSG00000029153	-0.389397281084805	0.00483845924925905	NA	NA	NA	NA	rs6487583	-0.0842	0.002223
ARPC5L	ENSG00000136950	-0.297983793234062	0.000721070865834045	rs913232	ILMN_2043816	-0.03092	0.07652	rs4538962	-0.1593	0.001939
ARPIN	ENSG00000242498	-0.249498814800377	0.000386011611608508	NA	NA	NA	NA	rs6496619	-0.0789	0.000109
ARPP19	ENSG00000128989	-0.296531070839717	0.00657294954281034	NA	NA	NA	NA	rs11070906	-0.0798	0.0004231
ARPP21	ENSG00000172995	-0.282887769806059	0.00828527531876289	NA	NA	NA	NA	rs75039174	-0.2621	0.0001935
ARRDC2	ENSG00000105643	0.444214204756752	4.35916884509322e-09	rs4808739	ILMN_1715181	0.3068	0.0002006	rs10408290	0.0729	2.006e-05
ARSA	ENSG00000100299	-0.253225679949886	0.00272747729978006	NA	NA	NA	NA	rs35710431	0.2195	0.0003258
ARSG	ENSG00000141337	-0.604447833400642	1.49264460127631e-06	rs965991	ILMN_1720604	0.0722	0.03948	rs12150662	-0.0652	0.0004052
ARX	ENSG00000004848	-0.339993593740271	0.000324045022907362	NA	NA	NA	NA	NA	NA	NA
ASB18	ENSG00000182177	-0.402687757640025	0.00150715558321578	NA	NA	NA	NA	rs11689555	0.0909	0.002298
ASB2	ENSG00000100628	-0.548299937134807	0.000172272928700096	NA	NA	NA	NA	rs36026988	-0.0979	6.458e-07
ASCL1	ENSG00000139352	0.350564595666187	2.27519342511797e-05	rs17546718	ILMN_1701653	-0.08192	0.1464	rs111753435	-0.2152	0.009976
ASCL2	ENSG00000183734	-0.418448200210912	0.00396086949559849	rs3922756	ILMN_1723412	-0.1466	0.00687	rs147239461	0.6769	0.0006392
ASIC2	ENSG00000108684	-0.231070646752921	0.000871032406106443	NA	NA	NA	NA	rs4794973	0.2558	6.607e-05
ASMTL	ENSG00000169093	-0.475156631664265	5.60637722268067e-06	NA	NA	NA	NA	NA	NA	NA
ASNS	ENSG00000070669	-0.252505403321817	0.00653720321290128	rs10254181	ILMN_1796417	0.05635	0.04562	rs111316182	0.2866	0.0003289
ASPDH	ENSG00000204653	-0.291652722767647	0.00124938540807383	NA	NA	NA	NA	rs283526	-0.0528	0.001262
ASPHD1	ENSG00000174939	-0.254910175919229	0.000280600094272388	rs4787483	ILMN_1662390	-0.02654	0.3257	rs141436390	0.3399	0.0002321
ASS1	ENSG00000130707	-0.271683748580235	0.0055359795217194	rs7466269	ILMN_1708778	-0.0627	0.03184	rs142074874	0.1534	0.001192
ASTL	ENSG00000188886	-0.466638812544845	0.00140948425436048	NA	NA	NA	NA	rs77060285	-0.104	0.0009522
ATAD3A	ENSG00000197785	-0.212231325316911	0.00480159728825371	rs3766178	ILMN_1738530	-0.04182	0.08219	rs80107522	0.0792	0.0001943
ATAD3B	ENSG00000160072	-0.247775338033728	0.00158315851694659	rs819980	ILMN_2131936	-0.2747	0.02365	rs80107522	0.0792	0.0001943
ATCAY	ENSG00000167654	-0.351673599726176	0.000319548330187492	rs2028827	ILMN_1656576	-0.1561	0.01446	rs12982061	-0.1029	0.0001444
ATF7IP	ENSG00000171681	-0.210377504088722	0.00689808482074258	NA	NA	NA	NA	rs12824044	0.1661	0.0001557
ATF7IP2	ENSG00000166669	-0.333956948472152	0.000273992215124607	rs1110212	ILMN_1804445	-0.06631	0.01081	rs7203209	0.0756	5.752e-06
ATG16L1	ENSG00000085978	-0.265910001636593	0.00324096813687785	rs6861	ILMN_1725707	-0.1268	1.692e-07	rs7569598	-0.1003	3.261e-05
ATG7	ENSG00000197548	-0.206007724975977	0.0047635118623805	rs2305295	ILMN_1790978	0.05019	0.01161	rs73814965	-0.1149	0.0008925
ATL1	ENSG00000198513	-0.410645596611905	0.00258469421276189	NA	NA	NA	NA	rs17718015	0.2269	0.0004933
ATOH7	ENSG00000179774	-0.450899764487967	0.00104450734316372	NA	NA	NA	NA	rs75941388	0.1057	0.002081
ATOH8	ENSG00000168874	0.454306594715979	0.000382525511670267	rs10188985	ILMN_1654065	0.0961	0.02022	rs11126974	0.0545	0.002291
ATOX1	ENSG00000177556	-0.205374575564075	0.000866069612162225	rs6579891	ILMN_1670609	-0.03648	0.07907	rs78038401	0.1035	0.0008408
ATP11C	ENSG00000101974	0.285684952916201	0.00263481063207149	NA	NA	NA	NA	NA	NA	NA
ATP12A	ENSG00000075673	-0.258164605654956	0.00640422053846007	NA	NA	NA	NA	rs145908562	0.3145	8.128e-05
ATP13A2	ENSG00000159363	-0.317517836320861	0.00309059082295717	rs15786	ILMN_1704164	-0.09419	0.03997	rs7550829	0.0876	0.0008656
ATP1A3	ENSG00000105409	-0.487772818154022	0.00335317922701432	rs2075751	ILMN_1689098	-0.04705	0.2825	rs73550637	0.223	0.0003558
ATP2A1-AS1	ENSG00000260442	-0.311325902936291	0.00389814882120638	NA	NA	NA	NA	rs2291937	-0.161	0.0001732
ATP2A2	ENSG00000174437	-0.349443684780987	0.00083073085649813	rs1860561	ILMN_1815666	-0.04242	0.01941	rs10778667	0.0588	0.0006571
ATP2B1	ENSG00000070961	-0.263179937945163	0.0015747185880042	rs1405780	ILMN_1750599	0.0849	0.03537	rs770369	-0.0678	3.531e-05
ATP2B2	ENSG00000157087	-0.365307044364215	0.00160432985216588	rs3774180	ILMN_2381938	-0.08208	0.004817	rs2596931	-0.1323	0.0007204
ATP2B3	ENSG00000067842	-0.439025998053085	0.000375296948877629	NA	NA	NA	NA	NA	NA	NA
ATP4B	ENSG00000186009	0.0916227911551513	0.00845563351346414	NA	NA	NA	NA	rs3011479	0.069	9.945e-05
ATP5D	ENSG00000099624	-0.362951757046055	0.00498979881837547	rs2301759	ILMN_1679178	-0.137	0.00132	NA	NA	NA
ATP5F1	ENSG00000116459	-0.288424362157395	0.0024017669157593	rs2185029	ILMN_1672191	0.05883	0.009892	NA	NA	NA
ATP5S	ENSG00000125375	-0.276276499998084	0.000205421524551538	rs7151406	ILMN_2299843	0.07998	0.001755	rs17718015	0.2269	0.0004933
ATP5SL	ENSG00000105341	-0.153587473553621	0.00715767904146512	rs1529717	ILMN_1809027	-0.05267	0.06686	NA	NA	NA
ATP6AP1	ENSG00000071553	-0.358371531281536	0.00131496106188362	NA	NA	NA	NA	NA	NA	NA
ATP6V0A1	ENSG00000033627	-0.236735516818824	0.00266495568376162	rs1905339	ILMN_1752579	0.01388	0.3043	rs850726	0.069	0.0006642
ATP6V0C	ENSG00000185883	-0.570268504010354	0.000145040798665147	NA	NA	NA	NA	rs171090	-0.1511	0.001526
ATP6V0D1	ENSG00000159720	-0.308252107011038	0.00314396664229398	rs749242	ILMN_1795826	-0.06662	0.04731	rs1471142	0.0946	0.00533
ATP6V0E1	ENSG00000113732	0.224038462545846	0.00565026691672021	rs499326	ILMN_2071937	-0.02777	0.09566	rs10074473	0.0615	0.0001254
ATP6V0E2	ENSG00000171130	-0.29693199855759	0.000196966191770583	rs855679	ILMN_1785095	0.0297	0.03992	rs3864550	-0.0493	0.004038
ATP6V0E2-AS1	ENSG00000204934	-0.326685601741786	6.39047156052359e-06	NA	NA	NA	NA	rs3864550	-0.0493	0.004038
ATP6V1A	ENSG00000114573	-0.353223877358074	0.00703698788813848	rs7646203	ILMN_1711516	-0.04172	0.01889	rs2613936	0.0672	0.001572
ATP6V1B2	ENSG00000147416	-0.359409654793484	0.00370277359987637	rs1075	ILMN_1787705	0.02022	0.1082	8:20268384	-0.1818	0.0002596
ATP6V1D	ENSG00000100554	-0.294421420259058	0.00374787070721161	rs7154607	ILMN_1797310	0.02951	0.115	rs145019692	-0.2868	0.001197
ATP6V1E1	ENSG00000131100	-0.373436063463064	0.00115074870791493	rs2401158	ILMN_1798485	-0.05505	0.008958	rs4819996	-0.0759	1.58e-05
ATP6V1G2	ENSG00000213760	-0.399259033007485	0.001611362802938	rs7739011	ILMN_1674778	0.1348	0.01078	rs36205117	0.1107	1.093e-08
ATP6V1H	ENSG00000047249	-0.293500252845097	0.0010256168405201	rs6473882	ILMN_1689473	0.1465	0.01283	rs62507082	-0.0539	0.0006786
ATP8A2	ENSG00000132932	-0.390686730335168	0.00166072923996052	rs1055252	ILMN_1693896	-0.1496	0.002685	rs9507240	0.1583	0.001117
ATP9B	ENSG00000166377	-0.253913530568033	0.00906611760653716	rs9954562	ILMN_1658684	-0.04482	0.07591	NA	NA	NA
ATPAF1	ENSG00000123472	-0.187533249912086	0.00433655164962492	rs3737741	ILMN_2395055	-0.02942	0.03403	rs112841283	-0.0719	0.0004483
ATPIF1	ENSG00000130770	-0.50722672993436	7.32518599610869e-06	rs490633	ILMN_1685978	-0.1095	6.464e-07	NA	NA	NA
ATRIP	ENSG00000164053	-0.160972290522394	0.00408276893414533	rs2362452	ILMN_2370464	0.1014	0.001518	rs149446553	-0.4222	0.001028
ATXN2	ENSG00000204842	-0.14737103795914	0.00245872004742208	rs3184504	ILMN_1743829	0.01653	0.05212	rs80335880	0.2493	0.0006105
ATXN7L3B	ENSG00000253719	-0.225159106242028	0.00996808953180161	NA	NA	NA	NA	rs11180177	0.1101	0.0001417
AUNIP	ENSG00000127423	-0.426036046462914	0.00154082955621633	NA	NA	NA	NA	rs35123100	0.1391	0.0005093
AURKAIP1	ENSG00000175756	-0.254078243957895	0.0010256168405201	rs6685064	ILMN_1768396	0.03427	0.07231	rs80107522	0.0792	0.0001943
AZGP1	ENSG00000160862	0.733357860624275	8.5891306984808e-07	rs4215	ILMN_1797154	-0.129	0.006735	rs7384878	-0.0839	2.947e-06
AZIN2	ENSG00000142920	-0.32328411649905	0.000320767824406766	NA	NA	NA	NA	rs10914632	-0.1169	0.0009395
AZU1	ENSG00000172232	-0.305923900070783	0.00686739573885004	rs7250902	ILMN_1730867	0.09954	0.1299	rs3752246	0.1345	4.264e-09
B3GALNT1	ENSG00000169255	-0.3144466738595	0.00482761977628005	rs778653	ILMN_1726840	0.08565	0.02326	rs116810064	0.1879	0.002755
B3GALT1	ENSG00000172318	-0.394545580974826	0.00679314986499438	rs836715	ILMN_1659202	0.1095	0.05945	rs72876891	0.2187	0.002771
B3GALT5-AS1	ENSG00000184809	0.260106211469219	0.00313932515244233	NA	NA	NA	NA	rs145494149	0.2569	8.573e-05
B3GALT6	ENSG00000176022	-0.22981493251743	0.00515557910831684	rs3766186	ILMN_1739749	-0.16	0.0001632	rs2132303	0.0704	0.001345
B3GAT3	ENSG00000149541	-0.198206336951759	0.00307068160833367	rs2516633	ILMN_2210581	0.1009	0.0002004	rs10792421	0.0641	6.683e-05
B3GNT4	ENSG00000176383	-0.348642622395693	0.00804124719243777	rs11057405	ILMN_1771260	-0.2042	0.01541	rs1975615	0.0733	0.0002665
B3GNTL1	ENSG00000175711	-0.290083260044142	0.00338377340164054	NA	NA	NA	NA	NA	NA	NA
B4GALT4	ENSG00000121578	0.177692783314265	0.00048531816968064	rs2717265	ILMN_1661500	0.0422	0.08158	rs71325396	-0.0877	0.001711
B4GALT7	ENSG00000027847	-0.23751228873576	0.000986981602427542	rs7734910	ILMN_1663541	-0.05465	0.3567	rs335472	0.1523	2.815e-05
B4GAT1	ENSG00000174684	-0.365974133792768	0.00236513142617416	NA	NA	NA	NA	rs57478329	0.4108	6.721e-05
B9D1	ENSG00000108641	-0.427247536271294	1.7718515866144e-05	NA	NA	NA	NA	rs34169093	0.2332	0.00454
BAALC-AS2	ENSG00000236939	-0.376108709339334	0.00113685851633583	NA	NA	NA	NA	rs1264600	0.0607	0.000542
BABAM1	ENSG00000105393	-0.212942303762111	0.00687590001665781	NA	NA	NA	NA	rs3745333	-0.0767	0.001671
BAIAP2-AS1	ENSG00000226137	-0.19094501872125	0.00902057078879979	NA	NA	NA	NA	rs12602143	0.636	1.354e-05
BAIAP2L2	ENSG00000128298	-0.445305898169068	7.42084584603281e-05	rs2267366	ILMN_1771652	0.05567	0.054	rs4821712	0.0547	0.0008104
BASP1	ENSG00000176788	-0.446200909799482	0.000196972271531605	rs177110	ILMN_1651826	0.02162	0.1104	rs7723292	-0.06	0.001483
BATF3	ENSG00000123685	-0.250829721396374	0.00567623642884262	rs2501849	ILMN_1763207	-0.1121	0.01369	rs6689604	-0.0611	0.0001406
BAZ1A	ENSG00000198604	0.237016547091275	0.00714128982570314	rs11156868	ILMN_1658327	0.1336	0.001775	rs28690092	-0.1108	5.113e-05
BBOF1	ENSG00000119636	-0.324462290047561	1.26257491065389e-05	NA	NA	NA	NA	rs57277711	0.2546	0.001255
BBS5	ENSG00000163093	-0.233338931339136	0.00655103222190652	rs11902340	ILMN_2299737	-0.096	0.1285	rs72876891	0.2187	0.002771
BCAP31	ENSG00000185825	-0.14142200616329	0.00963557567138357	NA	NA	NA	NA	NA	NA	NA
BCAS2	ENSG00000116752	-0.293347922228225	0.00450753016340902	rs10858047	ILMN_2148452	0.056	0.09091	rs11558867	-0.0683	0.001194
BCAS3	ENSG00000141376	-0.221012488546856	0.00156219375402283	rs878745	ILMN_2054510	-0.1204	0.01671	rs146351285	0.3686	7.853e-05
BCDIN3D-AS1	ENSG00000258057	-0.463614060480517	3.4078194257204e-06	NA	NA	NA	NA	rs10875851	-0.0585	0.0005135
BCKDK	ENSG00000103507	-0.334241319725011	2.06293066206594e-05	rs10871454	ILMN_1693394	-0.02513	0.203	rs4889625	-0.0718	8.163e-05
BCL2	ENSG00000171791	0.218005170500368	0.00210458661241982	rs4941189	ILMN_2363250	-0.1166	0.006569	rs7244521	0.1401	0.0009278
BCL6B	ENSG00000161940	0.443180377904602	0.00269100693294341	NA	NA	NA	NA	rs11871360	0.3992	0.001656
BCL7A	ENSG00000110987	-0.322957231684797	0.000624441654377346	rs2280573	ILMN_1706886	-0.07373	0.05271	rs1975615	0.0733	0.0002665
BDH1	ENSG00000161267	-0.37661655270384	5.18433514752372e-05	rs9917735	ILMN_1677637	-0.5002	1.639e-07	rs11185456	0.1089	0.005481
BDH2	ENSG00000164039	0.273874167280967	0.00706022996399281	rs6830624	ILMN_1673360	0.04527	0.1626	rs115692550	-0.1531	2.568e-05
BDNF	ENSG00000176697	-0.537680482864666	0.00184755211815312	rs12273363	ILMN_1751276	0.3104	0.001864	rs140263245	0.3197	0.002746
BEGAIN	ENSG00000183092	-0.32501548999336	0.000837708618946189	rs1888578	ILMN_1668924	-0.08775	0.02486	rs2693684	-0.0909	0.001149
BEND5	ENSG00000162373	-0.330804441396498	0.000142319139691389	NA	NA	NA	NA	rs11211623	0.0553	0.001851
BEND7	ENSG00000165626	0.240520372374955	0.00158084667595524	NA	NA	NA	NA	rs10906257	0.0952	0.0003686
BEX1	ENSG00000133169	-0.498232076903517	0.000196972271531605	NA	NA	NA	NA	NA	NA	NA
BEX2	ENSG00000133134	-0.483555591653099	7.87503481068512e-05	NA	NA	NA	NA	NA	NA	NA
BEX3	ENSG00000166681	-0.390027883282546	5.82328387480867e-05	NA	NA	NA	NA	NA	NA	NA
BEX4	ENSG00000102409	-0.332022319252881	0.0016353112210648	NA	NA	NA	NA	NA	NA	NA
BEX5	ENSG00000184515	-0.392732498472115	0.000564632286401309	NA	NA	NA	NA	NA	NA	NA
BFSP1	ENSG00000125864	-0.46578071076606	0.000280021768391064	rs4814623	ILMN_1712608	-0.09292	0.06257	rs6081165	-0.273	0.0001891
BHLHA9	ENSG00000205899	-0.713121232664943	0.00048531816968064	NA	NA	NA	NA	rs13341542	-0.0702	0.0002756
BICDL2	ENSG00000162069	-0.523936656798928	0.00144420751192566	NA	NA	NA	NA	rs74977702	0.322	0.001492
BLM	ENSG00000197299	0.212103749514706	0.00740880766429693	rs7179346	ILMN_1709484	-0.0916	0.02416	rs6496619	-0.0789	0.000109
BLVRA	ENSG00000106605	-0.251312847352421	0.00496306228415323	rs2232108	ILMN_1691436	0.01201	0.4122	rs11984213	-0.1085	0.0009258
BLVRB	ENSG00000090013	-0.211254932802372	0.00926477329432532	NA	NA	NA	NA	rs62120485	0.0746	9.389e-05
BMP1	ENSG00000168487	0.182976009481922	0.00159082234031484	rs9314296	ILMN_1758542	0.1334	0.01255	rs3765215	0.0586	0.001173
BMPER	ENSG00000164619	-0.394775371673467	0.00440612117555217	NA	NA	NA	NA	rs12672919	0.1394	0.0001609
BMS1P1	ENSG00000204177	-0.275329160785808	0.00874575232491614	NA	NA	NA	NA	rs11239527	0.251	0.002907
BMS1P20	ENSG00000236850	-0.326878205328592	0.000427911951624798	NA	NA	NA	NA	NA	NA	NA
BNIPL	ENSG00000163141	0.411747367977357	0.00854306017268399	rs4971004	ILMN_1699989	-0.1402	0.006934	rs1568485	-0.0634	0.0009689
BOD1L1	ENSG00000038219	-0.222194274241593	0.00192235508901129	NA	NA	NA	NA	rs151024602	0.2494	0.0002429
BOLA3	ENSG00000163170	-0.24109123855857	0.00711733174096563	rs828903	ILMN_1786658	0.03003	0.0372	rs10185030	-0.1663	0.005525
BORCS5	ENSG00000165714	-0.331688672630508	0.000670087128773754	NA	NA	NA	NA	rs10845433	0.0785	0.000716
BORCS8	ENSG00000254901	-0.219264607518004	0.00470409062337229	NA	NA	NA	NA	rs10408290	0.0729	2.006e-05
BRAP	ENSG00000089234	-0.217186087654359	0.000811002681666016	NA	NA	NA	NA	rs73207619	-0.1499	0.0003264
BRCC3	ENSG00000185515	-0.22254643804321	0.00518558912094562	NA	NA	NA	NA	NA	NA	NA
BRD9	ENSG00000028310	-0.215285381772084	6.66298543085594e-05	rs3810859	ILMN_1651405	0.03994	0.01588	rs4957047	-0.1269	0.0002458
BRE	ENSG00000158019	-0.293488444074025	0.00145607357152538	rs4666042	ILMN_2363489	0.07835	0.001043	NA	NA	NA
BRF2	ENSG00000104221	-0.240517845975142	0.00657294954281034	rs6468443	ILMN_1665554	-0.04515	0.1887	rs117257602	0.1619	0.0005416
BRINP2	ENSG00000198797	-0.260561546957722	0.00173014261814262	NA	NA	NA	NA	rs3813647	-0.0682	0.0006485
BRWD1	ENSG00000185658	-0.458631361088076	3.37594511700982e-05	rs2836961	ILMN_1801866	0.1939	2.669e-08	rs145494149	0.2569	8.573e-05
BSCL2	ENSG00000168000	-0.275241576822664	0.00781794620744158	rs4061933	ILMN_1774596	-0.03164	0.07468	rs10792421	0.0641	6.683e-05
BSN	ENSG00000164061	-0.31804510814912	0.00760145826190271	rs1352889	ILMN_1760246	0.02665	0.1213	rs149446553	-0.4222	0.001028
BTC	ENSG00000174808	-0.328966140062726	0.00500294960301337	NA	NA	NA	NA	rs16850078	0.114	0.0003198
BTG1	ENSG00000133639	0.175939672820935	0.00594646947340631	rs790455	ILMN_1775743	-0.02111	0.04845	rs419838	-0.0452	0.004185
BTNL8	ENSG00000113303	0.372408248340777	0.00320367368087634	NA	NA	NA	NA	rs62405449	-0.1074	0.001398
BX322557.10	ENSG00000215447	-0.525939458895567	0.00854044567434284	NA	NA	NA	NA	NA	NA	NA
BYSL	ENSG00000112578	-0.236790930594976	0.00940526298009422	rs11969866	ILMN_1682792	0.06666	0.1064	rs114812713	0.2295	2.128e-05
